HD002000	0	Imp(eratori)	N:dat	imperator
HD002000	1	Caesari		
HD002000	2	divi	ADJ	divus
HD002000	3	Septimi		
HD002000	4	Sev[eri		
HD002000	5	Pii		
HD002000	6	Felicis		
HD002000	7	Arab(ici)		
HD002000	8	Adiab(enici)		
HD002000	9	Parthici]		
HD002000	10	/		
HD002000	11	maximi	ADJ:SUP	magnus|maximus
HD002000	12	Britannici		
HD002000	13	maximi	ADJ:SUP	magnus|maximus
HD002000	14	[filio	N:dat	filius
HD002000	15	---]		
HD002000	16	/		
HD002000	17	[[[---]]]		
HD002000	18	[divi	ADJ	divus
HD002000	19	M(arci)		
HD002000	20	Aureli]		
HD002000	21	Anto/nini		
HD002000	22	Pii		
HD002000	23	Germanici		
HD002000	24	Sarmatici		
HD002000	25	nepoti	N:dat	nepos
HD002000	26	[divi	ADJ	divus
HD002000	27	Antonini		
HD002000	28	Pii		
HD002000	29	pron]epoti	N:dat	pronepos
HD002000	30	/		
HD002000	31	divi	ADJ	divus
HD002000	32	Hadriani		
HD002000	33	abnepoti	N:dat	abnepos
HD002000	34	divi	ADJ	divus
HD002000	35	Trai[ani		
HD002000	36	Parthici		
HD002000	37	et	CC	et
HD002000	38	divi	ADJ	divus
HD002000	39	N]ervae		
HD002000	40	/		
HD002000	41	adnepoti	N:dat	adnepos
HD002000	42	a	PREP	a
HD002000	43	[[---		
HD002000	44	P(ublio)		
HD002000	45	Septimio		
HD002000	46	Getae]]		
HD002000	47	et	CC	et
HD002000	48	/		
HD002000	49	[I]u[lia]e		
HD002000	50	Aug(ustae)		
HD002000	51	Piae		
HD002000	52	Felici		
HD002000	53	matri	N:dat	mater
HD002000	54	Augg(ustorum)		
HD002000	55	et	CC	et
HD002000	56	[castrorum	N:gen	castrum
HD002000	57	et	CC	et
HD002000	58	senatus]	N:nom	senatus
HD002000	59	et	CC	et
HD002000	60	patriae	N:dat	patria
HD002000	61	//		
HD002000	62	$		
HD002000	63	milites]	N:voc	miles
HD002000	64	/		
HD002000	65	[vexillationis]	N:nom	<unknown>
HD002000	66	/		
HD002000	67	An[toninianorum]		
HD002000	68	/		
HD002000	69	Europa[eorum]		
HD002000	70	/		
HD002000	71	devoti	V:PTC:nom	devoveo
HD002000	72	num[ini]	N:dat	numen
HD002000	73	/		
HD002000	74	maiestatique	N:nom	<unknown>
HD002000	75	/		
HD002000	76	eius	DET	is
HD002001	0	Ca[l]etyche		
HD002001	1	/		
HD002001	2	an(norum)	N:gen	annus
HD002001	3	IIII	NUM	4
HD002001	4	/		
HD002001	5	hic	DIMOS	hic
HD002001	6	s(ita)	V:PTC:nom	sino
HD002001	7	est	ESSE:IND	sum
HD002001	8	/		
HD002001	9	s(it)	ESSE:SUB	sum
HD002001	10	t(ibi)	PRON	tu
HD002001	11	t(erra)	N:nom	terra
HD002001	12	l(evis)	ADJ	levis
HD002002	0	D(is)	ADJ	deus
HD002002	1	M(anibus)	N:abl	manis|manus
HD002002	2	/		
HD002002	3	M(arci)		
HD002002	4	Anaeni		
HD002002	5	M(arci)		
HD002002	6	f(ili)	N:voc	filius
HD002002	7	/		
HD002002	8	Sab(atina)		
HD002002	9	Phariani		
HD002002	10	/		
HD002002	11	eq(uo)	N:abl	equus
HD002002	12	publ(ico)	ADV	publico
HD002002	13	ex	PREP	ex
HD002002	14	V	NUM	5
HD002002	15	d(ecuriis)	N:abl	decuria
HD002002	16	/		
HD002002	17	pont(ificis)	N:gen	pontifex
HD002002	18	quaesto(ris)	N:gen	quaestor
HD002002	19	/		
HD002002	20	aed(ilis)	N:nom	aedilis
HD002002	21	IIIIvir(i)		
HD002002	22	i(ure)	N:abl	jus
HD002002	23	d(icundo)	V:GER	dico
HD002002	24	/		
HD002002	25	q(uin)q(uennalis)	ADJ	quinquennalis
HD002002	26	ex	PREP	ex
HD002002	27	testamen/to	N:abl	testamentum
HD002002	28	ipsius	DET	ipse
HD002002	29	cura(m)	N:acc	cura
HD002002	30	/		
HD002002	31	agente	V:PTC:abl	ago
HD002002	32	Autum/nale		
HD002002	33	liberto	V:IND	liberto
HD002002	34	/		
HD002002	35	quisque	INDEF	quisque
HD002002	36	viat/or	N:nom	viator
HD002002	37	transis	V:IND	transeo
HD002002	38	et	CC	et
HD002002	39	/		
HD002002	40	hunc	DIMOS	hic
HD002002	41	titulum	N:acc	titulus
HD002002	42	/		
HD002002	43	leges	N:nom	lex
HD002002	44	dices	V:IND	dico
HD002002	45	A/n(a)eni		
HD002002	46	Phariane		
HD002002	47	/		
HD002002	48	sit	ESSE:SUB	sum
HD002002	49	tibi	PRON	tu
HD002002	50	terra	N:nom	terra
HD002002	51	/		
HD002002	52	levis	ADJ	levis
HD002004	0	$]		
HD002004	1	L(uci)		
HD002004	2	f(ilius)	N:nom	filius
HD002004	3	Pub(lilia)		
HD002004	4	Re/[---]		
HD002004	5	Verona		
HD002004	6	con/[---]	PUN	--
HD002004	7	[de]c(urio)	N:nom	decurio
HD002004	8	quaestor	N:nom	quaestor
HD002004	9	IIv(i)r	N:voc	<unknown>
HD002004	10	/		
HD002004	11	[col(oniae)	N:nom	colonia
HD002004	12	Fl(aviae)?]		
HD002004	13	fel(icis)	ADJ	felix
HD002004	14	Dar(danorum)		
HD002004	15	hoc	DIMOS	hic
HD002004	16	t(em)pl(um)	N:nom	templum
HD002004	17	/		
HD002004	18	[impe]nsa	V:PTC:nom	impendo
HD002004	19	sua	POSS	suus
HD002004	20	fac(iendum)	V:GED	facio
HD002004	21	cur(avit)	V:IND	curo
HD002004	22	/		
HD002004	23	[d]eae	N:voc	dea
HD002004	24	Syriae		
HD002005	0	$]ino(?)		
HD002005	1	/		
HD002005	2	Anician/ni(!)		
HD002005	3	fi(lius)	N:nom	filius
HD002005	4	Mer/curi(o)		
HD002005	5	A(u)g(usto)		
HD002005	6	/		
HD002005	7	v(otum)	N:nom	votum
HD002005	8	s(olvit)	V:IND	solvo
HD002005	9	l(ibens)	ADJ	libens
HD002005	10	[m(erito)]	ADV	merito
HD002006	0	D(is)	ADJ	deus
HD002006	1	M(anibus)	N:abl	manis|manus
HD002006	2	/		
HD002006	3	Damae		
HD002006	4	Ne/bris		
HD002006	5	co(n)iu[x]	N:voc	<unknown>
HD002006	6	/		
HD002006	7	cum	PREP	cum
HD002006	8	fil[io]	N:dat	filius
HD002006	9	/		
HD002006	10	et	CC	et
HD002006	11	Fortu/[na]tus		
HD002006	12	/		
HD002006	13	[fra?]ter	N:nom	frater
HD002006	14	/		
HD002006	15	[&		
HD002007	0	De[ae]	N:voc	dea
HD002007	1	/		
HD002007	2	Aureli(us)		
HD002007	3	/		
HD002007	4	voto	V:PTC:abl	voveo
HD002007	5	lib(ens)	ADJ	libens
HD002007	6	/		
HD002007	7	posuit	V:IND	pono
HD002007	8	NO		
HD002007	9	/		
HD002007	10	SEMPRIG		
HD002007	11	/		
HD002007	12	et	CC	et
HD002007	13	IINFORT		
HD002008	0	Philoponius		
HD002008	1	Fortunatae		
HD002008	2	/		
HD002008	3	virginiae	ADJ	<unknown>
HD002008	4	co(n)iugi	V:IND	coniux
HD002008	5	/		
HD002008	6	filis	N:abl	filum
HD002008	7	ac	CC	ac
HD002008	8	nepotibus	N:abl	nepos
HD002008	9	/		
HD002008	10	procreatis	V:IND	-
HD002008	11	debitum	V:PTC:nom	-
HD002008	12	/		
HD002008	13	Domino	N:dat	dominus
HD002008	14	reddidit	V:IND	reddo
HD002009	0	[Imp(erator)	N:voc	imperator
HD002009	1	Caes(ar)		
HD002009	2	T(itus)		
HD002009	3	Aelius		
HD002009	4	Hadrianus		
HD002009	5	Ant]onin[us]		
HD002009	6	Aug(ustus)		
HD002009	7	Pius		
HD002009	8	temp[lum	N:nom	templum
HD002009	9	---		
HD002009	10	cum?	PREP	cum
HD002009	11	statuis?]	V:IND	statuo
HD002009	12	/		
HD002009	13	[quas	REL	qui
HD002009	14	divus	N:nom	divus
HD002009	15	Hadrianus		
HD002009	16	restituto]r	N:nom	restitutor
HD002009	17	eius	DET	is
HD002009	18	[s]ua	POSS	suus
HD002009	19	pecunia	N:nom	pecunia
HD002009	20	p[oni	V:INF	pono
HD002009	21	iusserat	V:IND	jubeo
HD002009	22	---]		
HD002010	0	C(aio)		
HD002010	1	Sempro/nio		
HD002010	2	C(ai)		
HD002010	3	f(ilio)	N:dat	filius
HD002010	4	Quir(ina)		
HD002010	5	/		
HD002010	6	Lupo		
HD002010	7	dec(urioni)	N:nom	decurio|decurionus
HD002010	8	q(uaestori)	N:dat	quaestor
HD002010	9	/		
HD002010	10	IIviro	ADJ	<unknown>
HD002010	11	col(oniae)	N:nom	colonia
HD002010	12	/		
HD002010	13	Scupinor(um)		
HD002010	14	/		
HD002010	15	et	CC	et
HD002010	16	Terentiae		
HD002010	17	/		
HD002010	18	Q(uinti)		
HD002010	19	f(iliae)	N:voc	filia
HD002010	20	Quintae		
HD002010	21	/		
HD002010	22	parentibus	V:PTC:abl	pareo
HD002010	23	/		
HD002010	24	optimis	ADJ	dat
HD002010	25	/		
HD002010	26	C(aius)		
HD002010	27	Semproni/us		
HD002010	28	Taurus		
HD002010	29	/		
HD002010	30	dec(urio)	N:nom	decurio
HD002010	31	IIvir	N:voc	<unknown>
HD002010	32	col(oniae)	N:nom	colonia
HD002010	33	/		
HD002010	34	Scup(inorum)		
HD002011	0	(H)ic	DIMOS	hic
HD002011	1	iacet	V:IND	jaceo
HD002011	2	Gaudi/osa		
HD002011	3	infantula	N:nom	infantula
HD002011	4	/		
HD002011	5	qui(!)	REL	qui
HD002011	6	bissit(!)	V:IND	<unknown>
HD002011	7	annoru/m	N:gen	annus
HD002011	8	plus	ADV	multum
HD002011	9	minu(s)	ADV	minus
HD002011	10	tre/s	ADJ:NUM	tres
HD002011	11	requiebit(!)	V:IND	requiesco
HD002011	12	in	PREP	in
HD002011	13	/		
