HD008000	0	D(is)	ADJ	deus
HD008000	1	M(anibus)	N:abl	manis|manus
HD008000	2	/		
HD008000	3	[H]erenni(o)		
HD008000	4	Valenti		
HD008000	5	/		
HD008000	6	[m]anip(ulario)	ADJ	<unknown>
HD008000	7	III	NUM	3
HD008000	8	Taur(o)		
HD008000	9	nat(ione)	N:abl	natio
HD008000	10	/		
HD008000	11	[Al]exandrinus		
HD008000	12	/		
HD008000	13	[vixi]t	V:IND	vivo
HD008000	14	ann(os)	N:acc	annus
HD008000	15	XXXVI	NUM	36
HD008000	16	/		
HD008000	17	[milit(avit)]	V:IND	milito
HD008000	18	ann(os)	N:acc	annus
HD008000	19	XVI	NUM	16
HD008000	20	/		
HD008000	21	[---]s		
HD008000	22	Valens		
HD008000	23	[h(eres)?	N:nom	heres
HD008000	24	b(ene)	ADV	bene
HD008000	25	m(erenti)]	V:PTC:abl	mereo
HD008000	26	f(ecit)	V:IND	facio
HD008001	0	[------]		
HD008001	1	/		
HD008001	2	[------]		
HD008001	3	/		
HD008001	4	[---]IODVIA[---]		
HD008001	5	/		
HD008001	6	[---]XX[---]		
HD008001	7	/		
HD008001	8	[---]		
HD008001	9	Tiro		
HD008001	10	(h)ere[s?	N:nom	heres
HD008001	11	---]		
HD008002	0	Fauno		
HD008002	1	Aug(usto)		
HD008002	2	sacr(um)	ADJ	sacer
HD008002	3	/		
HD008002	4	Epitynchan/us		
HD008002	5	Philostor/gi		
HD008002	6	Aug(usti)		
HD008002	7	arkar/ius(!)	N:nom	arcarius
HD008003	0	D(is)	ADJ	deus
HD008003	1	M(anibus)	N:abl	manis|manus
HD008003	2	/		
HD008003	3	C(ai)		
HD008003	4	Iuli		
HD008003	5	Deco/rati		
HD008003	6	man(ipularii)	N:voc	<unknown>
HD008003	7	cl(assis)	N:nom	classis
HD008003	8	pr(aetoriae)	ADJ	praetorius
HD008003	9	/		
HD008003	10	Mis(enensis)		
HD008003	11	nat(ione)	N:abl	natio
HD008003	12	Retus		
HD008003	13	mil(itavit)	V:IND	milito
HD008003	14	/		
HD008003	15	an(nos)	N:acc	annus
HD008003	16	XIII	NUM	13
HD008003	17	vix(it)	V:IND	vivo
HD008003	18	a(nnos)	N:acc	annus
HD008003	19	XXX	NUM	30
HD008003	20	/		
HD008003	21	C(aius)		
HD008003	22	Annius		
HD008003	23	Sabini/anus		
HD008003	24	M(arcus)		
HD008003	25	Trebiu[s]		
HD008003	26	/		
HD008003	27	Sossianus		
HD008003	28	h(eredes)	N:nom	heres
HD008003	29	b(ene)	ADV	bene
HD008003	30	m(erenti)	V:PTC:abl	mereo
HD008003	31	f(ecerunt)	V:IND	facio
HD008004	0	Matiata		
HD008004	1	R[---		
HD008004	2	f(ilia)	N:voc	filia
HD008004	3	vix(it)	V:IND	vivo
HD008004	4	ann(os)	N:acc	annus
HD008004	5	---]		
HD008004	6	/		
HD008004	7	[---]		
HD008004	8	f(ilius)	N:nom	filius
HD008004	9	p(osuit)	V:IND	pono
HD008004	10	t(itulum)	N:acc	titulus
HD008004	11	sib[i	PRON	se
HD008004	12	vivo	ADJ	vivus
HD008004	13	et	CC	et
HD008004	14	coniugi?]	V:IND	coniux
HD008005	0	Faustinae		
HD008005	1	Aug(ustae)		
HD008005	2	/		
HD008005	3	Aureli		
HD008005	4	Caesaris		
HD008005	5	/		
HD008005	6	Antonini		
HD008005	7	Aug(usti)		
HD008005	8	/		
HD008005	9	Pii		
HD008005	10	fil(iae)	N:voc	filia
HD008005	11	res	N:nom	res
HD008005	12	p(ublica)	ADJ	publicus
HD008005	13	/		
HD008005	14	[Barbesulana		
HD008005	15	&		
HD008006	0	Q(uinti)		
HD008006	1	[Sa]turni		
HD008006	2	/		
HD008006	3	[S]everi		
HD008006	4	/		
HD008006	5	Q(uintus)		
HD008006	6	Sabidius		
HD008006	7	Chaer(ea)		
HD008006	8	/		
HD008006	9	b(ene)	ADV	bene
HD008006	10	[m(erenti)]	V:PTC:abl	mereo
HD008006	11	f(ecit)	V:IND	facio
HD008007	0	[D(is)]	ADJ	deus
HD008007	1	M(anibus)	N:abl	manis|manus
HD008007	2	/		
HD008007	3	[T(ito)		
HD008007	4	Aur(elio)		
HD008007	5	---]iano		
HD008007	6	[vix(it)]	V:IND	vivo
HD008007	7	/		
HD008007	8	[ann(os)	N:acc	annus
HD008007	9	---		
HD008007	10	s]tip(endiorum)	N:gen	stipendium
HD008007	11	X	NUM	10
HD008007	12	et	CC	et
HD008007	13	T(ito)		
HD008007	14	/		
HD008007	15	[Aur(elio)		
HD008007	16	---		
HD008007	17	v]ix(it)	V:IND	vivo
HD008007	18	ann(os)	N:acc	annus
HD008007	19	XXVIII	NUM	28
HD008007	20	/		
HD008007	21	[et	CC	et
HD008007	22	T(ito)		
HD008007	23	Aur(elio)		
HD008007	24	Va]lenti		
HD008007	25	vix(it)	V:IND	vivo
HD008007	26	/		
HD008007	27	[ann(os)	N:acc	annus
HD008007	28	---		
HD008007	29	s]tip(endiorum)	N:gen	stipendium
HD008007	30	VI	NUM	6
HD008007	31	duplari(u)s(!)	ADJ	<unknown>
HD008007	32	/		
HD008007	33	[---]		
HD008007	34	Aurel(ius)		
HD008007	35	Iustus		
HD008007	36	vet(eranus)	ADJ	veteranus
HD008007	37	/		
HD008007	38	[---]		
HD008007	39	et	CC	et
HD008007	40	Ael(ia)		
HD008007	41	Quinta		
HD008007	42	/		
HD008007	43	[pa]rentes	N:nom	parens
HD008007	44	fili(i)s	N:abl	filia|filius
HD008007	45	dulci/ssimis	ADJ	dulcis
HD008007	46	p(onendum)	V:GER	pono
HD008007	47	c(uraverunt)	V:IND	curo
HD008008	0	D(is)	ADJ	deus
HD008008	1	M(anibus)	N:abl	manis|manus
HD008008	2	s(acrum)	ADJ	sacer
HD008008	3	/		
HD008008	4	Casiniu(s)		
HD008008	5	/		
HD008008	6	Hermiona		
HD008008	7	/		
HD008008	8	Senicia		
HD008008	9	mat(e)r	N:nom	mater
HD008008	10	/		
