HD006000	0	D(is)	ADJ	deus
HD006000	1	M(anibus)	N:abl	manis|manus
HD006000	2	/		
HD006000	3	Narens		
HD006000	4	/		
HD006000	5	v(ixit)	V:IND	vivo
HD006000	6	a(nnos)	N:acc	annus
HD006000	7	XXXVIII	NUM	38
HD006000	8	/		
HD006000	9	Amac(a)e		
HD006000	10	Ael(iae)		
HD006000	11	P/antoni(s)		
HD006000	12	ser(va)	V:IMP	servo
HD006000	13	/		
HD006000	14	v(iva)	ADJ	vivus
HD006000	15	s(ibi)	PRON	se
HD006000	16	aet(!)	V:SUB	<unknown>
HD006000	17	conp(ari)	ADJ	conpar
HD006000	18	p(osuit)	V:IND	pono
HD006001	0	$]		
HD006001	1	/		
HD006001	2	Felix		
HD006001	3	[&		
HD006002	0	Mem(oria)		
HD006002	1	Robb(a)e		
HD006002	2	sacr(a)e	ADJ	sacer
HD006002	3	dei	N:gen	Deus
HD006002	4	germana(e)	N:nom	germana
HD006002	5	/		
HD006002	6	Honor[ati		
HD006002	7	A]qu(a)e		
HD006002	8	Siren(sis)		
HD006002	9	ep(i)s(cop)i	N:nom	episcopus
HD006002	10	c(a)ede	V:IMP	caedo
HD006002	11	/		
HD006002	12	tradi[torum]	V:PTC	trado
HD006002	13	v[e]xata	V:PTC:nom	vexo
HD006002	14	meruit	V:IND	mereo
HD006002	15	digni/tate(m)	N:acc	dignitas
HD006002	16	martiri	ADJ	<unknown>
HD006002	17	vixit	V:IND	vivo
HD006002	18	annis	N:abl	annus
HD006002	19	L	NUM	50
HD006002	20	et	CC	et
HD006002	21	red/didit	V:IND	reddo
HD006002	22	sp(iritu)m	N:acc	spiritus
HD006002	23	die	N:abl	dies
HD006002	24	|III(octavo)		
HD006002	25	Kal(endas)	N:acc	Kalenda
HD006002	26	Apriles		
HD006002	27	pro(vinciae)	N:dat	provincia
HD006002	28	CCCXCV	NUM	395
HD006003	0	D(is)	ADJ	deus
HD006003	1	M(anibus)	N:abl	manis|manus
HD006003	2	/		
HD006003	3	Vale(rius)		
HD006003	4	Optatu(s)		
HD006003	5	/		
HD006003	6	v(ixit)	V:IND	vivo
HD006003	7	a(nnos)	N:acc	annus
HD006003	8	LXX	NUM	70
HD006003	9	Statia		
HD006003	10	/		
HD006003	11	Lavo		
HD006003	12	v(iva)	ADJ	vivus
HD006003	13	s(ibi)	PRON	se
HD006003	14	et	CC	et
HD006003	15	P/at(a)e		
HD006003	16	nep(ti)	N:abl	neptis
HD006003	17	s(uae)	POSS	suus
HD006003	18	q(uae)	REL	qui
HD006003	19	v(ixit)	V:IND	vivo
HD006003	20	/		
HD006003	21	a(nnos)	N:acc	annus
HD006003	22	V	NUM	5
HD006004	0	Nigrius		
HD006004	1	/		
HD006004	2	Roga(tus)		
HD006004	3	//		
HD006004	4	Cornius		
HD006004	5	/		
HD006004	6	Bassianus		
HD006005	0	In	PREP	in
HD006005	1	(h)o(norem)	N:acc	honor|honos
HD006005	2	[d(omus)]	N:nom	domus
HD006005	3	d(ivinae)	ADJ	divinus
HD006005	4	I(ovi)		
HD006005	5	O(ptimo)	ADJ:SUP	bonus
HD006005	6	M(aximo)	ADJ:SUP	magnus|maximus
HD006005	7	//		
HD006005	8	Silvano		
HD006005	9	et	CC	et
HD006005	10	Dian/ae		
HD006005	11	sanctae	ADJ	sanctus
HD006005	12	Genio		
HD006005	13	/		
HD006005	14	catabul(i)	N:gen	catabulum
HD006005	15	co(n)s(ularis)	ADJ	consularis
HD006005	16	cet(e)rri/sque(!)	ADJ	<unknown>
HD006005	17	diis	N:nom	deus
HD006005	18	inmor/talibus	ADJ	inmortalis
HD006005	19	pro	PREP	pro
HD006005	20	se	PRON	se
HD006005	21	/		
HD006005	22	suisque	V:IND	<unknown>
HD006005	23	T(itus)		
HD006005	24	Maximius		
HD006005	25	/		
HD006005	26	Felix		
HD006005	27	mil(es)	N:nom	miles
HD006005	28	leg(ionis)	N:gen	legio
HD006005	29	/		
HD006005	30	XXII	NUM	22
HD006005	31	Pr(imigeniae)		
HD006005	32	be(neficiarius)	N:nom	beneficiarius
HD006005	33	co(n)s(ularis)	ADJ	consularis
HD006005	34	Idibus	N:abl	Idus
HD006005	35	/		
HD006005	36	Ian(uariis)		
HD006005	37	Imp(eratore)		
HD006005	38	Antonino		
HD006005	39	/		
HD006005	40	Aug(usto)		
HD006005	41	Pio		
HD006005	42	III	NUM	3
HD006005	43	[[Geta		
HD006005	44	Caes(are)]]		
HD006005	45	/		
HD006005	46	[[II]]	NUM	2
HD006005	47	co(n)s(ulibus)	N:dat	consul
HD006006	0	Iaetto		
HD006006	1	/		
HD006006	2	viva	ADJ	vivus
HD006006	3	m(a)tr(i)	N:dat	mater
HD006006	4	/		
HD006006	5	Dusoni		
HD006006	6	/		
HD006006	7	d(efunctae)	N:voc	defuncta
HD006006	8	a(nnorum)	N:gen	annus
HD006006	9	LXX	NUM	70
HD006006	10	et	CC	et
HD006006	11	Amb(a)e		
HD006006	12	/		
HD006006	13	d(efunctae)	N:voc	defuncta
HD006006	14	a(nnorum)	N:gen	annus
HD006006	15	XII	NUM	12
HD006006	16	p(osuit)	V:IND	pono
HD006007	0	Sar(?)		
HD006007	1	Aug(usto)		
HD006007	2	sac(rum)	ADJ	sacer
HD006007	3	/		
HD006007	4	Iunius		
HD006007	5	Primus		
HD006007	6	/		
HD006007	7	Sidin		
HD006007	8	votum	N:nom	votum
HD006007	9	/		
HD006007	10	sol(vit)	V:IND	solvo
HD006008	0	In	PREP	in
HD006008	1	h(onorem)	N:acc	honor|honos
HD006008	2	d(omus)	N:nom	domus
HD006008	3	d(ivinae)	ADJ	divinus
HD006008	4	/		
HD006008	5	deo	N:dat	Deus
HD006008	6	Silvano		
HD006008	7	et	CC	et
HD006008	8	/		
HD006008	9	Genio		
HD006008	10	loci	N:gen	locum|locus
HD006008	11	et	CC	et
HD006008	12	/		
HD006008	13	Deanae		
HD006008	14	/		
HD006008	15	C(aius)		
HD006008	16	Iulius		
HD006008	17	Super		
HD006008	18	/		
HD006008	19	mil(es)	N:nom	miles
HD006008	20	leg(ionis)	N:gen	legio
HD006008	21	XXII	NUM	22
HD006008	22	Pr(imigeniae)		
HD006008	23	p(iae)	ADJ	pius
HD006008	24	f(idelis)	ADJ	fidelis
HD006008	25	/		
HD006008	26	b(ene)f(iciarius)	N:nom	beneficiarius
HD006008	27	co(n)s(ularis)	ADJ	consularis
HD006008	28	/		
HD006008	29	v(otum)	N:nom	votum
HD006008	30	s(olvit)	V:IND	solvo
HD006008	31	l(ibens)	ADJ	libens
HD006008	32	l(aetus)	ADJ	laetus
HD006008	33	m(erito)	ADV	merito
HD006008	34	/		
HD006008	35	Imp(eratore)		
HD006008	36	Antonino		
HD006008	37	Aug(usto)		
HD006008	38	/		
HD006008	39	II	NUM	2
HD006008	40	[[et	CC	et
HD006008	41	Geta		
HD006008	42	Caes(are)]]		
HD006008	43	co(n)s(ulibus)	N:dat	consul
HD006008	44	/		
HD006008	45	Idib(us)	N:abl	Idus
HD006008	46	Iul(iis)		
HD006009	0	I(ovi)		
HD006009	1	O(ptimo)	ADJ:SUP	bonus
HD006009	2	M(aximo)	ADJ:SUP	magnus|maximus
HD006009	3	[---]		
HD006009	4	/		
HD006009	5	Secund[us]		
HD006009	6	/		
HD006009	7	Aug(usti)		
HD006009	8	lib(ertus)	N:nom	libertus
HD006009	9	AT[---]		
HD006009	10	/		
HD006009	11	et	CC	et
HD006009	12	Alb(ia)		
HD006009	13	Ingen[ua]		
HD006009	14	/		
HD006009	15	cum	PREP	cum
HD006009	16	Secun/dina		
HD006009	17	filia	N:voc	filia
HD006009	18	e[x]	PREP	ex
HD006009	19	/		
HD006009	20	v(oto)	V:PTC:abl	voveo
HD006009	21	p(ientissimi?)	N:gen	<unknown>
